# clusterName       ra        dec       l         b         r50     nbstars pmra      pmdec     par     d05       d16       dmode     d84       d95       Rgc       distance_Kharchenko logt_Kharchenko rc_Kharchenko rt_Kharchenko FeH_Kharchenko	FeH_synth
  Dolidze_16        78.623    32.707    173.17    -3.499    0.13    52     -0.063    -2.602    0.762   1246.5    1253.4    1264.2    1275.0    1282.8    9594.1    868.0         7.6           0.26          4.06          ""           	-0.07933625
  Dolidze_32        280.26    -4.054    28.139    0.46      0.092   38     -0.705    -2.027    0.464   1983.5    2001.1    2026.9    2054.8    2073.3    6622.1    1381.0        6.0           ""            ""            ""           	0.1
  Dolidze_3         303.803   36.832    74.545    1.072     0.094   36     -2.875    -5.613    0.496   1882.3    1892.6    1906.6    1920.6    1930.0    8044.6    1032.0        8.29          1.09          4.8           ""           	0.0949825
  Dolidze_53        296.588   24.613    60.905    -0.121    0.044   42     -1.494    -4.609    0.478   1941.7    1953.5    1972.2    1990.0    2002.8    7579.5    1392.0        7.335         1.91          4.55          ""           	0.1
  Dolidze_5         305.025   39.331    77.154    1.678     0.086   158    -1.929    -5.384    0.443   2095.6    2103.5    2116.0    2128.5    2138.8    8135.5    969.0         8.1           0.5           4.5           ""           	0.08475625
  Dolidze_8         306.129   42.3      80.072    2.684     0.083   43     -2.633    -5.91     0.993   969.3     973.0     978.2     983.6     987.3     8228.0    1078.0        8.855         0.43          3.25          ""           	0.07435
  ESO_092_05        150.801   -64.755   286.184   -7.506    0.043   55     -2.919    2.397     0.061   10004.4   10437.8   11147.1   11974.6   12605.0   11845.4   5168.0        9.3           2.89          13.8          ""           	-0.3326075
  ESO_092_18        153.73    -64.611   287.124   -6.658    0.025   59     -3.551    2.761     0.032   14127.5   14920.2   16347.2   18091.3   19465.4   15920.2   9548.0        9.15          1.75          28.86         ""           	-0.35
  ESO_130_06        181.97    -59.31    297.391   3.092     0.109   72     -11.266   -0.866    1.229   791.5     792.9     794.9     796.9     798.4     8005.9    1198.0        7.3           0.6           6.45          -0.706       	0.09933625
  ESO_130_08        182.619   -59.479   297.745   2.98      0.101   117    -5.952    -0.875    0.721   1325.8    1329.1    1333.8    1338.5    1341.7    7809.4    800.0         9.01          1.59          4.78          -0.25        	0.1
  ESO_130_13        185.782   -59.644   299.357   3.031     0.088   133    -4.422    -0.417    0.386   2382.7    2392.8    2408.5    2422.8    2432.9    7461.4    1509.0        8.445         0.84          7.95          ""           	0.1
  ESO_134_12        221.22    -59.158   317.028   0.574     0.033   63     -5.182    -3.122    0.415   2212.6    2229.7    2253.2    2279.4    2296.4    6865.4    2088.0        8.9           0.58          8.79          ""           	0.1
  ESO_166_04        137.602   -53.884   273.886   -3.98     0.068   36     -5.983    5.675     0.866   1108.7    1112.0    1117.2    1122.5    1126.1    8338.9    978.0         8.26          1.53          3.91          ""           	0.06187375
  ESO_211_03        132.897   -50.253   269.24    -3.77     0.051   135    -4.681    4.333     0.159   5063.2    5161.8    5309.8    5478.9    5591.6    9939.8    4269.0        9.035         1.8           16.31         ""           	-0.1182275
  ESO_211_09        139.186   -50.285   271.945   -0.795    0.024   28     -3.53     3.12      0.093   6685.9    7217.5    8182.2    9462.0    10544.9   11483.1   2153.0        8.7           0.68          3.53          ""           	-0.29184875
  ESO_226_06        246.04    -51.151   333.081   -1.178    0.04    30     -2.181    -3.308    0.389   2312.9    2344.2    2392.0    2441.3    2475.6    6301.3    1220.0        8.475         0.48          2.28          ""           	0.1
  ESO_311_21        120.415   -41.596   257.145   -5.852    0.045   64     -2.852    5.51      0.16    4992.5    5110.9    5298.9    5507.8    5654.0    10812.2   5118.0        9.3           1.69          19.97         ""           	-0.2163725
  ESO_312_03        126.123   -41.287   259.239   -2.106    0.049   64     -3.78     4.457     0.228   3737.6    3797.5    3893.3    3989.2    4061.0    9839.2    2170.0        8.665         0.71          8.2           ""           	-0.10691
  ESO_312_04        126.722   -41.251   259.47    -1.717    0.016   39     -2.915    3.917     0.15    5244.2    5375.9    5595.4    5823.6    5990.4    10857.5   1963.0        8.3           0.7           4.86          ""           	-0.22146875
  ESO_313_03        127.907   -41.784   260.422   -1.311    0.015   11     -3.189    3.492     0.163   4576.7    4805.1    5199.6    5663.4    6023.3    10535.9   4269.0        8.6           1.76          11.25         ""           	-0.18528875
  ESO_368_11        116.086   -34.628   249.378   -5.252    0.051   113    -0.853    2.278     0.429   2157.5    2167.2    2181.7    2196.3    2206.0    9329.4    1245.0        8.945         0.79          6.74          ""           	-0.0495575
  ESO_368_14        116.751   -32.959   248.201   -3.944    0.026   37     -1.938    3.561     0.222   3810.3    3876.8    3986.3    4099.7    4181.8    10488.3   1268.0        8.65          0.58          2.94          ""           	-0.17993375
  ESO_371_25        133.248   -35.476   258.009   5.854     0.023   61     -2.429    1.749     0.134   5658.0    5831.7    6114.9    6425.6    6654.0    11297.8   2839.0        9.055         0.96          9.79          ""           	-0.2710025
  ESO_393_15        265.923   -34.203   355.293   -2.401    0.091   22     0.748     -0.489    0.315   2768.9    2821.3    2903.1    2991.1    3051.9    5454.5    2471.0        9.15          2.0           7.08          ""           	0.1
  ESO_559_13        112.176   -20.807   235.594   -1.564    0.025   17     -1.402    1.721     0.4     2275.1    2297.8    2333.2    2370.0    2395.5    9847.7    1905.0        8.905         1.48          6.24          ""           	-0.10786625
  ESO_589_26        270.56    -21.922   7.947     0.323     0.031   102    -0.216    -2.695    0.336   2667.7    2695.2    2738.3    2783.3    2814.7    5640.8    2434.0        6.5           0.9           8.79          ""           	0.1
  FSR_0088          282.667   -4.158    29.143    -1.723    0.067   250    -1.589    -4.126    0.233   3720.3    3757.5    3809.4    3868.8    3905.9    5346.2    2837.0        8.495         1.04          11.34         ""           	0.1
  FSR_0124          287.915   12.04     45.934    1.055     0.035   144    -1.201    -4.181    0.162   5018.5    5105.7    5242.8    5386.1    5492.0    6018.6    3026.0        8.75          0.75          12.67         ""           	0.1
  FSR_0133          292.448   15.561    51.111    -1.174    0.072   316    -2.37     -4.576    0.099   7277.4    7504.0    7821.2    8206.4    8478.2    6986.8    2814.0        8.415         1.97          17.26         ""           	0.1
  FSR_0158          296.99    26.04     62.32     0.284     0.018   27     -2.748    -5.432    0.139   5474.7    5657.4    5958.9    6287.7    6534.4    7674.1    2769.0        8.505         1.55          7.79          ""           	0.1
  FSR_0165          299.546   26.761    64.115    -1.31     0.066   87     -2.782    -5.558    0.376   2427.3    2445.0    2469.0    2494.7    2512.3    7594.3    2628.0        6.91          1.95          7.79          ""           	0.1
  FSR_0166          303.385   25.43     64.837    -4.934    0.051   81     -4.191    -6.659    0.331   2702.4    2731.5    2774.0    2820.5    2851.5    7589.0    1904.0        9.045         0.98          8.63          ""           	0.1
  FSR_0167          301.218   27.057    65.154    -2.42     0.067   62     0.102     -1.83     0.533   1757.3    1766.3    1780.2    1794.1    1803.9    7762.3    1993.0        8.2           2.03          5.19          ""           	0.1
  FSR_0172          300.004   29.215    66.417    -0.367    0.023   50     -2.54     -5.959    0.307   2886.6    2922.9    2979.6    3036.3    3077.1    7651.8    1689.0        9.125         1.05          4.49          ""           	0.1
  FSR_0195          304.229   33.637    72.087    -0.998    0.033   56     -2.828    -4.397    0.267   3168.3    3249.3    3376.3    3516.8    3616.8    7977.0    2331.0        9.345         0.97          4.94          ""           	0.1
  FSR_0198          300.614   35.681    72.182    2.609     0.127   95     -3.56     -6.611    0.486   1923.5    1932.2    1943.7    1955.3    1963.0    7963.4    2303.0        6.56          0.94          10.36         ""           	0.1
  FSR_0238          308.693   41.417    80.477    0.62      0.039   33     -2.902    -4.547    0.596   1560.6    1576.7    1601.0    1627.2    1644.7    8228.0    3091.0        6.77          0.76          12.06         ""           	0.07435
  FSR_0275          314.171   46.902    87.212    0.971     0.055   108    -2.831    -4.825    0.223   3856.9    3899.7    3973.7    4043.8    4098.3    9061.9    3948.0        8.91          1.57          15.08         ""           	-0.01946375
  FSR_0282          315.572   48.096    88.734    1.039     0.048   88     -3.64     -4.67     0.243   3523.3    3583.6    3677.9    3775.9    3843.7    9040.1    2533.0        9.24          1.36          9.78          ""           	-0.01701125
  FSR_0284          314.141   49.362    89.072    2.582     0.015   18     -2.503    -3.504    0.312   2819.2    2865.7    2935.5    3010.0    3061.2    8795.6    1887.0        8.775         0.76          6.9           ""           	0.010495
  FSR_0296          320.976   49.925    92.5      -0.272    0.02    42     -4.093    -5.12     0.276   3177.0    3216.5    3281.4    3343.4    3388.5    9094.5    2400.0        8.938         0.52          3.67          ""           	-0.02313125
  FSR_0306          322.129   51.69     94.25     0.491     0.08    81     -2.14     -2.536    0.349   2598.4    2617.7    2645.7    2673.8    2693.1    8934.5    2328.0        7.5           1.48          9.92          ""           	-0.00513125
  FSR_0336          327.711   55.243    99.089    0.962     0.111   194    -3.066    -2.855    0.369   2486.1    2497.4    2513.6    2529.7    2541.1    9082.6    1116.0        9.1           0.74          5.29          ""           	-0.0217925
  FSR_0342          331.931   53.104    99.753    -2.237    0.103   232    -1.346    -1.837    0.343   2667.3    2676.5    2687.6    2700.6    2709.9    9184.6    1942.0        8.275         1.29          8.7           ""           	-0.0332675
  FSR_0357          337.723   53.951    103.098   -3.418    0.019   50     -3.125    -2.281    0.219   3908.0    3958.3    4037.9    4125.8    4184.5    10051.8   2500.0        8.835         1.46          7.0           ""           	-0.1308275
  FSR_0384          342.911   56.109    106.747   -2.951    0.035   47     -3.552    -1.711    0.468   1980.6    1992.8    2011.1    2029.4    2042.7    9123.8    3402.0        6.85          1.89          11.39         ""           	-0.0264275
  FSR_0385          340.628   58.941    106.96    0.126     0.052   62     -5.939    -3.974    0.436   2118.5    2131.6    2149.3    2168.3    2180.2    9199.6    1726.0        8.85          0.43          2.7           ""           	-0.034955
  FSR_0398          339.135   64.153    108.869   5.029     0.084   58     -3.218    -1.109    1.043   928.6     930.7     933.2     936.0     937.8     8685.3    1200.0        7.7           0.77          7.69          ""           	0.02290375
  FSR_0401          345.245   59.698    109.407   -0.241    0.013   15     -3.837    -2.652    0.23    3650.1    3732.7    3868.1    4010.0    4112.4    10293.4   3208.0        8.6           0.59          11.07         ""           	-0.1580075
  FSR_0430          348.835   64.162    112.695   3.217     0.061   36     -1.878    -0.704    0.376   2393.1    2423.8    2469.9    2517.5    2549.8    9565.9    871.0         8.88          0.47          2.53          ""           	-0.07616375
  FSR_0448          356.818   60.902    115.208   -1.004    0.054   47     -2.49     -2.035    0.315   2825.0    2857.8    2905.9    2956.2    2991.2    9931.7    2012.0        8.55          0.64          10.65         ""           	-0.11731625
  FSR_0465          357.75    66.186    116.875   4.027     0.037   27     -2.583    -0.109    0.163   4750.7    4919.7    5204.4    5524.7    5756.0    11647.0   4601.0        9.09          1.6           10.9          ""           	-0.3102875
  FSR_0496          6.656     64.01     120.217   1.269     0.091   127    2.231     -0.621    0.653   1454.8    1458.8    1465.0    1471.2    1476.3    9164.9    1123.0        9.055         1.84          5.19          ""           	-0.03105125
  FSR_0524          14.34     62.125    123.624   -0.739    0.027   18     -1.547    -0.246    0.226   3680.0    3772.4    3913.0    4069.6    4178.1    11000.2   1841.0        9.19          0.74          7.04          ""           	-0.2375225
  FSR_0534          19.349    61.273    126.047   -1.442    0.102   74     -0.425    -0.281    0.335   2697.7    2717.4    2744.8    2774.3    2793.9    10198.9   1800.0        8.7           1.04          3.89          ""           	-0.14737625
  FSR_0536          19.919    63.026    126.128   0.33      0.059   34     -1.619    -0.025    0.288   3041.5    3084.6    3151.6    3218.7    3266.5    10511.0   3001.0        8.397         1.53          14.88         ""           	-0.1824875
  FSR_0537          19.698    60.358    126.311   -2.334    0.043   52     -1.079    -0.821    0.255   3399.1    3446.2    3516.8    3590.3    3640.4    10798.6   2075.0        9.0           0.66          5.85          ""           	-0.2148425
  FSR_0542          21.485    63.011    126.835   0.401     0.123   41     -2.187    -0.203    0.271   3196.8    3249.2    3330.7    3418.0    3479.1    10674.9   1934.0        8.35          0.75          7.54          ""           	-0.20092625
  FSR_0551          24.938    64.878    128.034   2.486     0.095   52     0.112     -1.422    1.063   909.5     912.0     915.7     919.4     922.1     8932.8    3500.0        6.68          1.24          9.44          ""           	-0.00494
  FSR_0553          25.226    64.521    128.222   2.158     0.046   45     -3.243    0.086     0.306   2906.5    2938.2    2988.0    3037.8    3074.0    10454.0   7500.0        8.6           4.18          29.48         ""           	-0.176075
  FSR_0667          61.766    51.141    151.153   -0.685    0.068   37     0.901     -3.87     0.844   1131.6    1136.9    1144.9    1152.9    1158.5    9359.1    1818.0        8.08          0.36          3.57          ""           	-0.05289875
  FSR_0683          77.168    53.213    155.926   7.709     0.033   33     -0.134    -0.812    0.289   2948.3    3025.6    3147.0    3273.9    3367.8    11259.4   1522.0        9.2           1.75          5.5           ""           	-0.2666825
  FSR_0716          77.786    45.718    162.252   3.619     0.052   92     -0.265    -1.628    0.252   3438.8    3487.3    3561.8    3639.5    3694.6    11775.5   4500.0        8.805         2.35          13.8          ""           	-0.32474375
  FSR_0728          67.458    38.496    162.916   -6.874    0.05    63     1.991     -2.224    0.543   1710.6    1725.2    1747.2    1769.2    1784.7    10011.1   1816.0        8.255         0.51          9.25          ""           	-0.12624875
  FSR_0735          73.471    40.859    164.181   -1.835    0.041   66     0.512     -2.068    0.316   2822.5    2854.4    2902.2    2952.0    2983.8    11158.9   2700.0        8.795         1.76          7.45          ""           	-0.25537625
  FSR_0811          94.105    36.377    176.669   9.287     0.053   51     0.948     -2.064    0.325   2738.8    2770.6    2821.3    2873.8    2911.3    11120.8   5444.0        8.8           3.41          19.04         ""           	-0.25109
  FSR_0826          85.765    28.989    179.662   -0.45     0.107   35     -0.535    -1.585    0.281   3063.9    3127.9    3226.7    3337.2    3412.7    11566.6   2100.0        7.3           1.73          9.12          ""           	-0.3012425
  FSR_0833          91.32     30.827    180.51    4.634     0.038   31     -0.036    -0.807    0.186   4353.9    4471.6    4650.7    4850.2    4988.4    12975.3   2088.0        9.1           0.74          7.83          ""           	-0.35
  FSR_0852          88.363    25.19     184.109   -0.431    0.05    35     0.433     -1.923    0.321   2754.8    2792.2    2853.9    2915.6    2961.8    11188.3   2149.0        9.0           1.03          12.66         ""           	-0.25868375
  FSR_0866          103.823   29.745    186.323   13.841    0.071   65     1.405     -0.443    0.812   1179.2    1183.4    1189.0    1194.6    1198.3    9488.3    1664.0        9.2           0.77          9.05          ""           	-0.06743375
  FSR_0883          91.094    22.037    188.09    0.164     0.047   41     0.825     -1.542    0.299   2952.5    2989.2    3048.1    3109.3    3151.0    11365.8   2977.0        8.735         1.77          14.33         ""           	-0.2786525
  FSR_0905          98.442    22.312    191.055   6.298     0.056   33     1.965     -3.85     0.649   1452.7    1461.7    1475.2    1488.7    1497.7    9783.1    1786.0        8.3           1.19          9.41          ""           	-0.10059875
  FSR_0921          91.295    16.684    192.851   -2.292    0.037   44     -0.006    -1.652    0.327   2704.0    2742.6    2814.0    2885.4    2933.0    11099.0   1810.0        8.75          0.83          9.33          ""           	-0.2486375
  FSR_0923          92.644    16.971    193.227   -1.024    0.038   52     0.657     0.141     0.587   1585.3    1600.8    1623.4    1647.3    1662.9    9927.0    1444.0        8.725         0.7           7.28          ""           	-0.1167875
  FSR_0932          91.087    14.573    194.597   -3.498    0.039   60     -0.36     -0.789    0.402   2244.8    2274.2    2318.4    2365.3    2396.0    10595.5   1508.0        9.1           0.91          4.36          ""           	-0.19199375
  FSR_0935          98.778    17.74     195.293   4.508     0.047   51     -0.074    -1.056    0.377   2410.0    2432.7    2465.0    2500.6    2524.8    10730.0   2955.0        8.8           1.41          12.58         ""           	-0.207125
  FSR_0941          95.445    15.776    195.557   0.77      0.041   68     0.758     0.139     0.198   4099.7    4213.0    4399.8    4603.6    4750.8    12633.4   4610.0        8.665         4.65          19.32         ""           	-0.35
  FSR_0942          91.487    13.667    195.58    -3.599    0.069   164    -0.412    0.092     0.277   3181.3    3215.5    3265.5    3318.2    3352.5    11512.7   2082.0        9.0           1.13          11.47         ""           	-0.29517875
  FSR_0948          96.48     15.859    195.95    1.689     0.03    49     -0.132    0.051     0.2     4149.8    4235.1    4363.1    4505.2    4604.7    12590.4   2991.0        8.78          0.88          12.05         ""           	-0.35
  FSR_0953          94.762    14.15     196.68    -0.578    0.052   105    -0.134    -2.877    0.331   2715.7    2740.7    2779.1    2817.6    2846.4    11030.9   1734.0        8.75          0.64          4.17          ""           	-0.24097625
  FSR_0968          92.843    11.863    197.802   -3.311    0.05    36     -0.356    -1.158    0.382   2371.4    2395.1    2431.3    2467.6    2492.9    10676.9   2187.0        8.52          1.09          9.24          ""           	-0.20115125
  FSR_0974          98.156    12.553    199.633   1.597     0.049   70     -0.463    -0.345    0.265   3265.6    3317.4    3399.5    3487.7    3548.6    11597.0   2308.0        8.91          1.54          8.76          ""           	-0.3046625
  FSR_0975          100.01    13.31     199.789   3.55      0.034   15     0.166     -0.817    0.173   4509.5    4678.4    4964.1    5282.3    5522.6    13109.7   4626.0        9.1           3.87          13.69         ""           	-0.35
  FSR_0977          97.974    11.865    200.162   1.122     0.024   22     0.721     -1.533    0.453   2013.2    2036.9    2074.8    2112.6    2139.9    10312.1   1916.0        8.68          0.78          7.48          ""           	-0.16011125
  FSR_0985          92.953    7.02      202.125   -5.523    0.031   57     -0.433    -0.904    0.462   1989.9    2009.1    2037.8    2066.5    2086.7    10247.5   2450.0        8.5           1.71          10.2          ""           	-0.15284375
  FSR_1025          102.62    6.612     206.934   2.798     0.011   14     0.202     -0.36     0.12    5944.1    6223.2    6696.4    7266.7    7691.4    14620.3   2095.0        8.6           0.53          5.41          ""           	-0.35
  FSR_1032          99.072    4.011     207.634   -1.533    0.022   21     -1.372    -3.174    0.456   1919.0    1973.4    2062.3    2161.2    2235.3    10211.3   1944.0        8.72          0.48          7.5           ""           	-0.14877125
  FSR_1051          103.043   3.662     209.755   1.832     0.042   7      -0.759    -2.61     0.415   2114.2    2168.1    2254.9    2349.6    2416.6    10357.2   1180.0        8.79          0.8           6.78          ""           	-0.165185
  FSR_1063          98.654    -0.265    211.248   -3.863    0.034   44     0.057     -1.541    0.393   2301.9    2327.6    2367.5    2407.3    2435.8    10431.6   2032.0        8.86          1.19          10.15         ""           	-0.173555
  FSR_1083          110.503   3.557     213.24    8.42      0.034   103    -0.331    0.245     0.191   4337.4    4417.1    4542.4    4679.0    4770.1    12346.4   1775.0        8.81          0.54          6.19          ""           	-0.35
  FSR_1085          103.29    -0.192    213.299   0.295     0.041   68     -1.05     0.262     0.596   1576.9    1585.8    1599.9    1613.3    1622.9    9717.0    1429.0        8.735         0.6           5.28          ""           	-0.0931625
  FSR_1117          94.159    -8.945    217.046   -11.764   0.09    31     -3.711    0.704     1.049   913.5     919.2     927.8     936.3     942.2     9081.4    1209.0        7.5           0.37          3.82          ""           	-0.0216575
  FSR_1125          102.619   -5.444    217.671   -2.693    0.024   36     -0.255    1.055     0.113   6084.1    6428.3    7021.1    7766.8    8340.5    14537.5   2220.0        7.6           0.68          9.25          ""           	-0.35
  FSR_1150          106.146   -6.621    220.32    -0.108    0.028   46     -0.5      0.102     0.224   3799.9    3863.3    3960.2    4060.9    4131.7    11644.8   5664.0        8.8           2.43          21.66         ""           	-0.31004
  FSR_1170          106.873   -8.879    222.656   -0.506    0.019   26     -0.639    -0.213    0.33    2688.0    2725.1    2785.7    2846.3    2891.2    10558.7   2276.0        8.755         0.78          9.4           ""           	-0.18785375
  FSR_1171          105.058   -10.32    223.119   -2.757    0.014   20     0.244     -0.858    0.21    3793.7    3941.3    4181.6    4459.8    4662.2    11741.2   4933.0        9.2           1.42          16.15         ""           	-0.320885
  FSR_1172          103.909   -11.035   223.244   -4.087    0.021   16     -0.486    -0.247    0.39    2298.5    2333.1    2385.0    2441.6    2480.9    10203.9   2290.0        8.8           0.49          6.61          ""           	-0.14793875
  FSR_1180          108.897   -9.453    224.09    1.0       0.067   87     -1.208    1.815     0.327   2743.3    2767.6    2806.0    2842.4    2868.7    10537.5   1000.0        8.675         0.82          4.72          ""           	-0.18546875
  FSR_1183          108.357   -9.884    224.224   0.328     0.039   37     -1.419    1.217     0.428   2137.8    2156.6    2186.5    2217.8    2239.0    10023.6   1634.0        8.585         1.61          10.31         ""           	-0.127655
  FSR_1207          106.883   -13.328   226.613   -2.542    0.024   59     -1.289    0.762     0.348   2564.6    2600.4    2653.2    2711.2    2748.7    10341.8   1928.0        8.335         1.38          11.22         ""           	-0.1634525
  FSR_1211          115.336   -9.607    227.247   6.516     0.038   67     -3.137    2.564     0.288   3071.3    3102.9    3149.1    3197.6    3231.7    10713.1   4332.0        9.135         7.24          16.39         ""           	-0.20522375
  FSR_1212          106.941   -14.145   227.366   -2.867    0.031   46     -0.246    0.314     0.216   3968.5    3968.5    4071.5    4186.1    4300.6    11490.5   1780.0        8.65          0.71          7.78          ""           	-0.29268125
  FSR_1252          110.659   -18.703   233.063   -1.823    0.045   85     -1.822    2.99      0.263   3339.8    3371.4    3420.2    3469.1    3503.5    10747.5   1899.0        8.995         1.08          7.07          ""           	-0.20909375
  FSR_1253          111.583   -18.433   233.24    -0.924    0.057   124    -2.089    1.878     0.223   3856.7    3904.6    3972.4    4048.3    4096.2    11179.5   2283.0        8.64          0.6           11.09         ""           	-0.25769375
  FSR_1260          112.088   -19.679   234.563   -1.098    0.049   45     -3.159    3.444     0.321   2797.5    2823.0    2857.0    2895.2    2920.7    10263.6   1409.0        8.3           0.68          4.56          ""           	-0.154655
  FSR_1284          109.992   -24.535   237.94    -5.096    0.042   44     -0.983    1.357     0.392   2339.8    2355.3    2376.4    2400.4    2415.9    9803.9    1935.0        9.145         0.78          6.24          ""           	-0.10293875
  FSR_1297          110.984   -25.879   239.554   -4.926    0.049   28     -2.775    3.314     0.754   1257.8    1265.8    1277.8    1289.7    1298.2    9051.9    3654.0        6.7           0.92          17.95         ""           	-0.01833875
  FSR_1335          123.012   -28.986   247.636   2.708     0.014   18     -2.67     3.172     0.131   5749.2    5948.3    6258.1    6623.1    6877.5    12178.0   3835.0        9.205         1.24          15.89         ""           	-0.35
  FSR_1342          119.487   -31.511   248.139   -1.216    0.036   83     -2.375    2.693     0.229   3764.3    3809.2    3880.3    3951.3    4003.7    10425.9   3628.0        8.29          1.31          17.08         ""           	-0.17291375
  FSR_1352          116.614   -34.287   249.298   -4.706    0.033   22     -1.981    3.148     0.24    3583.0    3636.6    3718.7    3804.4    3865.2    10254.0   1508.0        8.28          1.99          5.34          ""           	-0.153575
  FSR_1360          120.392   -34.483   251.068   -2.13     0.043   60     -1.798    2.838     0.375   2438.4    2453.1    2475.3    2497.5    2513.8    9437.2    1743.0        8.985         0.45          6.74          ""           	-0.061685
  FSR_1363          122.655   -34.616   252.182   -0.629    0.034   30     -1.465    1.98      0.24    3612.4    3656.0    3725.0    3794.0    3844.9    10121.3   2391.0        8.5           0.95          5.13          ""           	-0.13864625
  FSR_1378          120.304   -40.676   256.313   -5.443    0.069   147    -5.659    11.934    0.588   1610.2    1614.3    1621.1    1627.3    1632.7    8861.7    1562.0        8.0           1.11          8.73          ""           	0.00305875
  FSR_1380          122.764   -39.994   256.738   -3.493    0.036   59     -2.221    1.87      0.26    3331.1    3378.5    3456.5    3534.5    3593.1    9729.4    3112.0        8.99          1.94          10.38         ""           	-0.0945575
  FSR_1397          129.279   -40.381   259.915   0.357     0.065   7      -5.859    3.65      1.078   882.3     890.7     903.5     916.7     925.6     8544.6    2068.0        7.78          0.96          9.2           ""           	0.0387325
  FSR_1399          131.035   -39.352   259.926   2.052     0.029   39     -4.111    3.387     0.315   2813.9    2849.6    2904.2    2963.1    3003.0    9297.7    3308.0        8.3           1.07          14.8          ""           	-0.04599125
  FSR_1402          136.441   -37.874   261.515   6.237     0.053   101    -3.724    1.739     0.194   4342.4    4399.9    4488.8    4577.7    4640.4    10022.4   2889.0        7.395         1.73          16.7          ""           	-0.12752
  FSR_1407          142.445   -33.848   261.96    12.534    0.052   96     -4.806    5.983     0.275   3211.2    3243.0    3293.4    3346.5    3383.6    9348.3    3860.0        9.3           2.61          20.5          ""           	-0.05168375
  FSR_1419          124.711   -47.786   264.044   -6.613    0.032   15     -2.529    2.86      0.036   11319.4   12480.1   15329.0   19866.3   23823.2   18104.6   7746.0        8.375         2.07          32.17         ""           	-0.35
  FSR_1435          134.218   -43.757   264.843   1.097     0.084   52     -3.9      2.732     0.436   2095.6    2117.9    2149.5    2183.6    2206.0    8797.5    1296.0        6.0           0.5           10.24         ""           	0.01028125
  FSR_1441          129.88    -47.098   265.524   -3.369    0.039   57     -3.723    3.567     0.189   4404.4    4474.1    4581.2    4688.3    4768.7    9819.6    1659.0        8.73          0.68          5.72          ""           	-0.104705
  FSR_1452          133.332   -47.871   267.586   -2.03     0.056   39     -4.603    3.722     0.363   2502.0    2519.9    2549.2    2576.8    2598.0    8822.4    2070.0        9.05          0.91          7.49          ""           	0.00748
  FSR_1460          136.922   -47.827   269.139   -0.188    0.044   17     -3.49     3.944     0.225   3505.4    3662.3    3931.8    4241.5    4474.7    9273.6    1285.0        8.835         0.52          5.86          ""           	-0.04328
  FSR_1484          142.452   -50.697   273.715   0.369     0.035   36     -5.154    3.537     0.406   2256.5    2274.0    2298.1    2324.9    2342.4    8506.1    1847.0        8.645         0.54          5.91          ""           	0.04306375
  FSR_1509          147.006   -55.073   278.671   -1.086    0.028   39     -4.049    2.723     0.233   3592.4    3678.9    3818.3    3967.3    4073.1    8633.1    2209.0        8.85          1.18          6.6           ""           	0.02877625
  FSR_1521          148.852   -56.605   280.44    -1.626    0.06    85     -4.886    4.467     0.201   4156.0    4228.0    4344.3    4466.3    4554.9    8676.9    1499.0        8.705         0.84          6.69          ""           	0.02384875
  FSR_1530          152.216   -57.288   282.319   -1.073    0.041   50     -5.661    3.373     0.196   4131.4    4255.0    4451.7    4676.5    4833.8    8574.8    4153.0        8.8           3.02          12.48         ""           	0.035335
  FSR_1580          171.917   -58.471   292.148   2.636     0.039   14     -5.244    1.408     0.125   5503.1    5842.9    6482.6    7272.2    7881.8    8412.4    2511.0        8.9           0.91          9.11          ""           	0.053605
  FSR_1586          170.679   -62.302   292.823   -1.184    0.057   144    -5.934    1.513     0.211   4045.5    4095.7    4162.6    4240.7    4290.9    7742.7    2863.0        8.7           0.97          10.3          ""           	0.1
  FSR_1591          174.222   -62.731   294.511   -1.085    0.048   81     -5.469    1.67      0.255   3379.6    3433.4    3519.3    3605.3    3669.8    7588.7    1538.0        8.7           0.6           6.06          ""           	0.1
  FSR_1595          176.771   -62.639   295.614   -0.686    0.03    57     -6.779    1.373     0.179   4523.6    4631.7    4805.9    4998.1    5130.3    7615.6    4416.0        6.35          1.89          12.69         ""           	0.1
  FSR_1663          205.251   -60.203   309.057   2.078     0.044   96     -5.031    -2.464    0.27    3265.1    3299.2    3349.0    3404.0    3440.7    6751.4    1513.0        8.15          0.56          5.33          ""           	0.1
  FSR_1716          242.634   -53.746   329.784   -1.594    0.046   87     -4.574    -8.551    0.155   4948.9    5124.5    5425.5    5751.7    6002.6    4560.4    2396.0        9.225         2.33          13.65         ""           	0.1
  FSR_1723          238.769   -46.014   333.026   5.853     0.047   111    -0.196    -1.395    0.642   1475.4    1481.3    1490.7    1500.1    1506.6    7050.6    1513.0        8.77          0.54          6.14          ""           	0.1
  FSR_1750          255.523   -38.875   346.715   1.833     0.041   104    -1.604    -2.317    0.253   3356.7    3430.6    3543.4    3664.0    3749.6    4960.4    1555.0        8.795         0.67          5.84          ""           	0.1
  Feibelman_1       304.417   38.03     75.811    1.337     0.034   37     -3.192    -4.956    0.26    3366.3    3401.9    3457.0    3512.1    3554.3    8207.9    1457.0        6.7           0.9           4.22          ""           	0.07661125
