# clusterName       ra        dec       l         b         r50     nbstars pmra      pmdec     par     d05       d16       dmode     d84       d95       Rgc       distance_Kharchenko logt_Kharchenko rc_Kharchenko rt_Kharchenko FeH_Kharchenko	FeH_synth
  King_16           10.915    64.172    122.084   1.313     0.051   49     -2.908    -0.419    0.328   2754.5    2773.3    2805.2    2835.2    2857.7    10112.7   2325.0        7.8           0.8           10.53         ""           	-0.13767875
  King_17           77.09     39.069    167.297   -0.745    0.038   50     -0.126    -1.274    0.239   3541.2    3612.7    3725.8    3846.3    3929.2    12002.3   3000.0        7.85          0.83          13.57         ""           	-0.35
  King_18           343.055   58.289    107.785   -1.032    0.049   68     -2.639    -2.068    0.31    2894.3    2914.5    2948.2    2979.7    3004.4    9657.3    2550.0        8.525         2.23          8.16          ""           	-0.08644625
  King_19           347.053   60.523    110.563   0.155     0.061   147    -4.838    -2.651    0.343   2655.4    2669.7    2687.7    2707.5    2720.0    9619.0    2000.0        9.1           1.0           8.45          ""           	-0.0821375
  King_1            5.505     64.383    119.758   1.692     0.155   689    -4.947    -1.273    0.519   1816.5    1820.0    1825.1    1830.3    1834.5    9380.1    1659.0        9.7           1.33          10.72         ""           	-0.05526125
  King_20           353.305   58.469    112.839   -2.861    0.061   82     -2.686    -2.585    0.496   1884.6    1892.8    1903.8    1915.7    1923.9    9245.6    1850.0        8.648         0.92          7.14          ""           	-0.04013
  King_21           357.479   62.705    115.945   0.671     0.046   116    -3.259    -1.675    0.305   2954.4    2972.2    2994.5    3018.9    3034.5    10018.6   2101.0        7.8           0.65          8.01          ""           	-0.1270925
  King_23           110.459   -0.988    217.296   6.305     0.059   107    -0.457    -0.879    0.279   3174.9    3201.9    3245.2    3288.4    3318.2    11079.7   3211.0        8.95          1.09          13.18         ""           	-0.24646625
  King_25           291.122   13.696    48.86     -0.934    0.052   168    -1.367    -3.958    0.31    2884.4    2910.1    2948.7    2987.2    3013.0    6774.5    1796.0        8.45          1.08          8.43          ""           	0.1
  King_26           292.237   14.882    50.417    -1.321    0.036   94     -2.344    -4.935    0.414   2221.1    2235.9    2256.2    2279.1    2293.9    7118.3    2537.0        8.68          0.53          5.78          ""           	0.1
  King_2            12.741    58.188    122.869   -4.684    0.051   128    -1.358    -0.824    0.166   4910.5    5007.1    5136.0    5281.0    5377.6    11920.5   5499.0        9.67          4.27          12.16         -0.42        	-0.34105625
  King_4            39.028    59.024    136.054   -1.155    0.052   85     -0.575    -0.084    0.378   2412.7    2430.8    2456.5    2483.7    2501.8    10251.0   2801.0        8.205         0.82          12.7          ""           	-0.1532375
  King_5            48.682    52.695    143.768   -4.281    0.091   287    -0.282    -1.2      0.367   2495.7    2507.2    2523.6    2538.4    2549.9    10476.1   2200.0        9.09          2.09          14.56         -0.3         	-0.17856125
  King_6            51.982    56.444    143.345   -0.095    0.159   234    3.864     -1.814    1.346   725.2     726.0     727.3     728.6     729.4     8934.0    632.0         8.975         0.67          4.41          0.46         	-0.005075
  King_7            59.783    51.785    149.8     -1.017    0.06    372    1.121     -1.196    0.286   3117.5    3139.2    3171.8    3204.4    3226.1    11195.1   2628.0        8.85          2.05          21.61         ""           	-0.25944875
  King_8            87.324    33.633    176.384   3.101     0.025   100    0.52      -1.743    0.131   5780.8    5956.2    6241.1    6558.9    6789.0    14564.9   4500.0        9.005         1.13          17.32         -0.46        	-0.35
  King_9            333.877   54.405    101.441   -1.828    0.028   61     -2.28     -0.972    0.129   5964.1    6093.7    6312.9    6542.0    6711.4    11412.4   8001.0        9.5           1.62          24.43         ""           	-0.283895
  Koposov_10        86.861    35.427    174.646   3.695     0.04    71     0.457     -1.78     0.329   2694.7    2732.5    2789.2    2848.0    2889.9    11114.3   1819.0        8.775         0.76          3.37          ""           	-0.25035875
  Koposov_12        90.245    35.287    176.155   6.013     0.078   141    0.699     -1.732    0.396   2316.2    2330.2    2351.2    2372.2    2386.2    10674.2   1900.0        8.91          0.7           9.03          ""           	-0.2008475
  Koposov_36        84.218    31.21     177.069   -0.403    0.064   83     0.804     -3.668    0.541   1729.3    1739.4    1754.8    1770.2    1781.0    10092.9   1600.0        8.445         0.6           6.61          ""           	-0.13545125
  Koposov_43        88.079    29.901    179.923   1.747     0.033   15     -0.037    -1.664    0.18    4296.6    4480.7    4787.5    5144.5    5406.6    13125.2   3000.0        9.115         2.95          13.46         ""           	-0.35
  Koposov_53        92.221    26.264    184.897   3.121     0.039   50     0.242     -0.632    0.18    4496.8    4605.5    4788.7    4983.3    5126.4    13110.5   2982.0        8.055         0.41          10.69         ""           	-0.35
  Koposov_63        92.499    24.567    186.507   2.522     0.043   53     0.546     -0.447    0.206   4044.8    4131.3    4259.0    4399.0    4493.8    12576.7   3220.0        9.22          1.32          8.0           ""           	-0.35
  Kronberger_1      82.089    34.777    173.106   0.049     0.014   38     -0.05     -2.199    0.443   2023.3    2060.9    2118.4    2180.9    2223.5    10446.2   1919.0        6.9           0.56          3.81          ""           	-0.1751975
  Kronberger_4      296.297   28.16     63.844    1.883     0.014   78     -2.542    -4.836    0.119   6278.7    6462.8    6765.2    7107.0    7356.8    8096.7    3731.0        9.1           0.7           10.58         ""           	0.08912125
  Kronberger_52     299.536   30.883    67.625    0.851     0.024   84     -2.622    -4.837    0.106   6893.1    7084.0    7408.5    7732.9    8000.1    8797.4    2735.0        9.0           1.02          7.12          ""           	0.0102925
  Kronberger_54     300.778   31.968    69.106    0.523     0.006   19     -2.596    -5.209    0.195   4160.8    4274.1    4457.5    4657.1    4802.8    7931.4    2900.0        8.83          0.33          5.73          ""           	0.1
  Kronberger_57     305.986   36.602    75.344    -0.501    0.012   29     -3.54     -4.406    0.275   3135.9    3194.6    3285.2    3383.7    3450.4    8153.7    1757.0        8.95          0.27          2.31          ""           	0.08270875
  Kronberger_69     300.499   31.42     68.516    0.433     0.033   45     -2.741    -5.246    0.351   2574.2    2596.8    2629.8    2664.6    2687.3    7772.1    8486.0        7.9           3.65          23.98         ""           	0.1
  Kronberger_79     293.478   18.522    54.18     -0.611    0.015   67     -2.718    -5.33     0.148   5300.7    5435.6    5651.4    5894.2    6065.1    6806.3    3369.0        8.39          0.67          10.4          ""           	0.1
  Kronberger_80     317.954   52.379    92.928    2.798     0.015   41     -2.329    -2.887    0.071   7920.3    8631.2    10025.7   11967.0   13662.3   13355.3   4976.0        8.75          0.91          15.99         ""           	-0.35
  Kronberger_81     321.547   53.534    95.271    2.067     0.045   47     -2.61     -3.324    0.228   3615.1    3724.4    3896.8    4086.6    4224.6    9523.1    7500.0        8.6           2.59          20.6          ""           	-0.07134875
  Kronberger_84     323.884   53.517    96.275    1.106     0.019   44     -3.085    -2.908    0.225   3745.2    3819.6    3935.0    4057.9    4143.5    9602.4    1310.0        8.825         0.48          4.48          ""           	-0.08027
  Kronberger_85     119.59    -34.77    250.967   -2.842    0.025   32     -1.265    2.815     0.069   7843.1    8655.5    10239.6   12595.5   14829.6   15158.5   10380.0       8.5           1.46          27.71         ""           	-0.35
  LDN_988e          316.027   50.245    90.539    2.245     0.024   33     1.181     -3.56     1.596   610.4     612.4     615.5     618.6     620.7     8368.4    700.0         6.67          0.2           2.63          ""           	0.058555
  L_1641S           85.675    -8.133    212.48    -18.954   0.143   101    0.013     -0.39     2.288   429.6     430.4     431.6     432.8     433.7     8687.1    497.0         6.62          2.82          4.9           ""           	0.02270125
  Loden_1194        212.006   -59.786   312.436   1.665     0.336   68     -7.762    -4.667    1.329   732.8     734.4     736.6     739.0     740.4     7862.0    673.0         8.705         0.44          3.17          ""           	0.1
  Loden_372         172.769   -58.507   292.583   2.74      0.088   76     -6.807    0.936     0.551   1705.1    1712.0    1722.8    1733.5    1741.2    7841.8    1208.0        8.32          1.43          4.34          ""           	0.1
  Loden_46          155.884   -54.667   282.56    2.246     0.327   44     -11.367   4.645     0.875   1098.2    1101.4    1106.3    1111.2    1114.5    8171.2    1184.0        8.0           0.64          5.09          ""           	0.08074
  Lynga_14          253.764   -45.239   340.913   -1.091    0.035   26     -0.336    -1.977    0.308   2839.4    2888.1    2963.2    3042.8    3098.1    5624.3    1327.0        7.75          0.67          3.99          ""           	0.1
  Lynga_15          175.523   -62.457   295.011   -0.657    0.121   6      -6.477    0.793     0.553   1675.3    1691.9    1717.6    1744.0    1762.1    7771.3    1380.0        7.4           0.8           4.7           ""           	0.1
  Lynga_1           209.994   -62.152   310.842   -0.338    0.035   33     -5.303    -2.274    0.422   2178.5    2193.6    2216.2    2238.9    2255.2    7091.7    1312.0        8.39          1.04          6.67          ""           	0.1
  Lynga_2           216.085   -61.328   313.839   -0.44     0.198   156    -6.716    -4.696    1.034   936.6     938.3     940.4     942.7     944.1     7718.5    932.0         8.43          1.1           5.81          ""           	0.1
  Lynga_3           229.194   -58.373   321.035   -0.705    0.018   38     -4.853    -3.727    0.108   6544.0    6828.3    7292.2    7845.8    8264.7    5306.3    4164.0        8.915         4.33          15.36         ""           	0.1
  Lynga_4           233.344   -55.234   324.662   0.653     0.048   71     -3.983    -3.004    0.35    2564.6    2595.9    2641.3    2690.1    2723.2    6371.3    1369.0        8.55          0.62          6.05          ""           	0.1
  Lynga_5           235.462   -56.68    324.766   -1.213    0.078   181    -3.66     -3.561    0.305   2943.6    2964.0    2993.4    3022.8    3043.2    6143.2    1753.0        8.975         1.28          9.06          ""           	0.1
  Lynga_6           241.218   -51.96    330.352   0.302     0.056   79     -1.866    -2.757    0.383   2377.9    2396.9    2426.1    2456.8    2477.3    6346.0    1771.0        7.45          1.31          6.57          ""           	0.1
  Lynga_9           245.17    -48.523   334.547   1.074     0.061   451    -2.559    -2.415    0.359   2547.3    2559.3    2574.8    2592.0    2604.0    6116.4    1704.0        8.82          0.65          5.57          ""           	0.1
  Mamajek_1         130.637   -78.963   292.436   -21.601   0.362   20     -29.834   26.99     10.13   104.0     104.0     104.0     104.0     104.0     8303.6    112.0         6.99          0.1           0.84          ""           	0.065845
  Mamajek_4         276.635   -50.772   344.031   -16.989   1.404   199    4.646     -21.051   2.224   442.8     443.3     443.8     444.4     444.8     7932.8    386.0         8.815         1.67          3.8           ""           	0.1
  Markarian_38      273.819   -18.997   11.985    -0.928    0.044   27     0.845     -2.277    0.567   1646.3    1659.1    1678.8    1698.4    1712.8    6707.1    2318.0        6.9           3.4           9.93          0.18         	0.1
  Markarian_50      348.806   60.448    111.335   -0.239    0.035   45     -3.465    -2.56     0.323   2777.7    2801.2    2837.6    2876.1    2904.0    9737.9    2300.0        7.1           0.64          6.67          ""           	-0.09551375
  Mayer_1           5.502     61.751    119.456   -0.922    0.101   56     -3.341    -1.426    0.353   2571.1    2588.6    2615.0    2641.3    2660.6    9891.3    1430.0        7.74          0.57          6.89          ""           	-0.11277125
  Melotte_101       160.535   -65.11    289.863   -5.572    0.136   523    -6.307    3.483     0.439   2126.6    2130.1    2134.7    2140.4    2143.9    7875.8    1999.0        8.1           2.38          13.21         ""           	0.1
  Melotte_105       169.92    -63.486   292.903   -2.416    0.054   503    -6.771    2.133     0.407   2279.7    2285.0    2291.7    2298.4    2303.8    7741.8    2202.0        8.375         0.67          8.59          ""           	0.1
  Melotte_20        51.617    48.975    147.357   -6.404    2.027   764    22.864    -25.378   5.668   175.5     175.5     175.5     175.6     175.6     8487.4    175.0         7.7           3.49          21.65         ""           	0.0451675
  Melotte_22        56.601    24.114    166.462   -23.614   1.274   992    20.077    -45.503   7.346   135.5     135.6     135.6     135.6     135.7     8460.8    130.0         8.15          2.16          16.53         -0.036       	0.04816
  Melotte_66        111.573   -47.685   259.569   -14.265   0.088   830    -1.474    2.745     0.183   4673.5    4695.0    4722.0    4749.0    4770.6    10213.7   4487.0        9.365         5.44          25.38         -0.33        	-0.14904125
  Melotte_71        114.383   -12.065   228.951   4.506     0.075   584    -2.446    4.21      0.434   2148.4    2153.2    2160.4    2166.5    2172.5    9888.7    2473.0        8.975         2.12          20.92         -0.22        	-0.11247875
  Melotte_72        114.618   -10.698   227.862   5.369     0.053   194    -4.159    3.68      0.369   2489.0    2498.6    2514.7    2529.1    2542.0    10190.3   3963.0        8.865         2.21          24.84         -0.38        	-0.14640875
  Mon_OB1_D         100.241   9.622     203.179   2.07      0.187   61     -2.05     -3.864    1.103   870.1     875.3     883.6     891.8     897.5     9158.3    2647.0        8.23          6.84          14.77         ""           	-0.03030875
  Muzzio_1          134.478   -47.761   268.0     -1.371    0.124   40     -5.261    4.224     0.519   1800.5    1810.0    1824.8    1838.7    1849.1    8599.2    1394.0        6.5           1.65          6.07          ""           	0.03259
  NGC_1027          40.677    61.616    135.754   1.545     0.22    396    -1.753    2.09      0.882   1094.3    1095.9    1097.8    1099.7    1101.0    9158.2    950.0         8.55          1.46          5.74          ""           	-0.0302975
  NGC_1039          40.531    42.722    143.682   -15.646   0.403   578    0.722     -5.681    1.949   504.3     504.8     505.5     506.2     506.7     8737.0    510.0         8.383         2.37          8.22          0.07         	0.0170875
  NGC_103           6.312     61.326    119.795   -1.386    0.053   193    -2.823    -0.988    0.288   3114.2    3131.6    3156.5    3183.9    3201.3    10279.5   2501.0        8.565         1.2           5.19          ""           	-0.15644375
  NGC_1193          46.486    44.383    146.814   -12.162   0.027   215    -0.125    -0.329    0.159   5008.7    5123.1    5309.6    5502.2    5646.6    12998.2   6000.0        9.3           2.17          13.29         -0.293       	-0.35
  NGC_1220          47.92     53.344    143.039   -3.963    0.022   57     0.187     -0.717    0.297   2987.8    3019.5    3067.1    3119.2    3155.5    10940.7   2100.0        8.2           0.36          7.13          ""           	-0.23082875
  NGC_1245          48.691    47.235    146.658   -8.927    0.109   589    0.504     -1.579    0.289   3122.3    3132.4    3147.7    3162.9    3173.1    11070.5   3000.0        9.025         2.73          30.93         0.1          	-0.24543125
  NGC_129           7.607     60.213    120.323   -2.552    0.169   392    -2.605    -1.096    0.511   1845.2    1847.8    1852.3    1856.7    1860.2    9410.8    1685.0        7.975         2.29          7.26          ""           	-0.058715
  NGC_1333          52.297    31.31     158.343   -20.505   0.095   50     7.425     -9.865    3.344   293.9     294.9     296.5     297.8     299.2     8598.7    324.0         6.8           1.46          4.81          ""           	0.03264625
  NGC_1342          52.894    37.38     154.94    -15.347   0.289   361    0.52      -1.604    1.502   651.6     652.3     653.2     654.2     654.7     8914.6    665.0         8.6           1.01          5.24          -0.16        	-0.0028925
  NGC_1348          53.524    51.409    146.968   -3.709    0.068   92     1.288     -0.726    0.404   2271.7    2286.9    2310.5    2334.0    2350.6    10349.6   1800.0        8.45          1.65          4.83          0.07         	-0.16433
  NGC_136           7.896     61.506    120.566   -1.274    0.027   80     -1.648    -0.522    0.181   4602.0    4668.1    4767.3    4871.9    4943.5    11519.5   3519.0        8.4           0.95          14.74         ""           	-0.29594375
  NGC_1444          57.361    52.658    148.1     -1.29     0.056   21     -0.746    -1.829    0.832   1143.6    1150.6    1161.1    1171.5    1178.8    9345.6    1300.0        6.85          0.53          5.34          ""           	-0.05138
  NGC_146           8.262     63.316    120.869   0.518     0.075   66     -2.864    -0.451    0.307   2925.5    2945.1    2973.4    3001.8    3021.4    10190.3   2800.0        7.701         2.17          12.71         ""           	-0.14640875
  NGC_1496          61.111    52.668    149.833   0.182     0.044   58     1.511     -0.756    0.612   1543.4    1549.8    1559.4    1569.0    1576.1    9719.8    1300.0        8.85          0.22          3.24          ""           	-0.0934775
  NGC_1502          61.954    62.332    143.671   7.657     0.081   154    -0.571    -0.848    0.916   1053.6    1055.7    1058.4    1061.3    1063.4    9206.0    1023.0        7.08          0.72          5.75          ""           	-0.035675
  NGC_1513          62.47     49.504    152.589   -1.59     0.106   348    1.324     -3.679    0.651   1462.7    1466.1    1470.2    1475.4    1478.3    9668.3    1400.0        8.5           2.0           5.48          ""           	-0.08768375
  NGC_1528          63.878    51.218    152.069   0.274     0.235   329    2.181     -2.246    0.948   1020.0    1021.6    1023.9    1026.1    1027.7    9257.0    950.0         8.55          1.66          8.74          ""           	-0.0414125
  NGC_1545          65.202    50.221    153.366   0.145     0.29    139    -1.957    -0.082    1.367   713.4     714.7     716.5     718.3     719.6     8986.2    863.0         8.81          0.5           2.91          -0.06        	-0.0109475
  NGC_1579          67.514    35.325    165.293   -8.999    0.112   56     2.477     -4.945    1.81    538.0     540.3     543.7     547.3     549.7     8860.5    730.0         6.58          1.09          6.54          ""           	0.00319375
  NGC_1582          67.985    43.718    159.357   -3.019    0.264   147    2.216     -1.347    0.994   972.2     974.5     977.8     981.1     983.4     9260.2    1000.0        8.665         6.3           10.7          ""           	-0.0417725
  NGC_1605          68.745    45.269    158.586   -1.567    0.047   127    0.99      -1.977    0.295   3005.1    3034.4    3083.3    3132.2    3166.4    11265.7   2600.0        7.61          0.88          9.04          ""           	-0.26739125
  NGC_1624          70.162    50.458    155.365   2.611     0.032   18     0.006     -0.456    0.145   5062.6    5320.6    5760.2    6285.7    6687.1    13780.8   5466.0        6.65          1.92          24.85         ""           	-0.35
  NGC_1647          71.481    19.079    180.368   -16.792   0.417   619    -1.057    -1.502    1.675   585.7     586.2     586.7     587.4     587.8     8901.7    572.0         8.3           2.31          9.36          ""           	-0.00144125
  NGC_1662          72.198    10.882    187.795   -21.077   0.602   238    -1.128    -1.962    2.4     411.0     411.3     411.7     412.2     412.5     8720.8    437.0         8.695         0.67          4.44          -0.095       	0.01891
  NGC_1664          72.763    43.676    161.67    -0.452    0.113   327    1.703     -5.738    0.734   1302.9    1306.1    1310.2    1314.7    1317.4    9592.5    1200.0        8.75          1.87          9.28          ""           	-0.07915625
  NGC_1708          75.871    52.851    155.752   6.866     0.248   141    0.276     -1.36     1.029   939.6     941.7     944.9     948.0     950.1     9203.4    630.0         8.755         0.91          3.47          ""           	-0.0353825
  NGC_1724          75.838    49.495    158.429   4.823     0.055   32     1.02      0.048     0.244   3461.1    3542.1    3669.0    3806.4    3901.6    11816.7   2200.0        9.0           0.42          9.15          ""           	-0.32937875
  NGC_1778          77.033    37.02     168.914   -2.007    0.112   175    0.506     -3.145    0.581   1624.0    1630.2    1640.0    1650.4    1657.4    9953.4    1500.0        8.45          1.29          8.52          ""           	-0.1197575
  NGC_1798          77.914    47.691    160.705   4.85      0.039   218    0.913     -0.318    0.178   4701.9    4753.8    4834.5    4915.2    4972.8    12984.5   5247.0        9.3           3.24          22.06         -0.03        	-0.35
  NGC_1817          78.139    16.696    186.193   -13.032   0.187   460    0.485     -0.89     0.551   1713.0    1716.9    1723.0    1728.3    1732.9    10010.4   1504.0        8.9           2.42          10.57         -0.14        	-0.12617
  NGC_1857          80.031    39.336    168.414   1.259     0.062   122    0.553     -1.31     0.32    2821.9    2840.9    2868.3    2895.7    2916.8    11164.0   3299.0        8.67          1.02          16.85         ""           	-0.25595
  NGC_1883          81.48     46.493    163.082   6.163     0.032   101    0.496     -1.128    0.201   4145.3    4227.2    4352.5    4487.4    4583.8    12543.4   5752.0        8.545         2.47          30.66         -0.2         	-0.35
  NGC_188           11.798    85.244    122.837   22.373    0.272   864    -2.307    -0.96     0.507   1859.0    1860.8    1864.3    1867.0    1869.7    9387.3    2000.0        9.65          2.36          22.86         -0.01        	-0.05607125
  NGC_1893          80.724    33.444    173.577   -1.634    0.085   169    -0.231    -1.41     0.267   3295.8    3326.9    3373.5    3423.2    3457.4    11697.0   3300.0        6.55          1.91          15.61         ""           	-0.3159125
  NGC_189           9.885     61.09     121.494   -1.749    0.079   57     0.338     -3.306    0.772   1240.8    1244.1    1248.5    1253.0    1256.2    9054.7    1300.0        8.709         0.87          3.85          ""           	-0.01865375
  NGC_1901          79.561    -68.294   278.854   -33.631   0.652   75     1.537     12.67     2.358   418.1     418.5     419.0     419.5     419.9     8293.5    406.0         8.85          0.42          5.48          -0.331       	0.06698125
  NGC_1907          82.033    35.33     172.621   0.317     0.075   293    -0.04     -3.418    0.611   1552.4    1556.9    1563.3    1569.7    1573.5    9892.3    1600.0        8.6           1.38          9.96          ""           	-0.11288375
  NGC_1912          82.167    35.824    172.27    0.681     0.163   474    1.58      -4.424    0.874   1103.2    1104.8    1107.4    1109.7    1111.6    9438.4    1144.0        8.35          2.98          10.25         ""           	-0.06182
  NGC_1960          84.084    34.135    174.542   1.075     0.086   299    -0.155    -3.388    0.835   1151.6    1153.7    1156.9    1160.1    1162.2    9492.1    1200.0        7.565         1.31          8.59          ""           	-0.06786125
  NGC_2099          88.074    32.545    177.642   3.086     0.161   1710   1.924     -5.648    0.666   1434.8    1436.5    1438.1    1440.3    1441.3    9775.0    1400.0        8.55          2.52          15.21         0.089        	-0.0996875
  NGC_2112          88.452    0.403     205.886   -12.605   0.173   705    -2.713    4.27      0.877   1100.0    1101.6    1103.6    1105.8    1107.1    9320.8    977.0         9.315         1.95          21.75         0.16         	-0.04859
  NGC_2129          90.275    23.328    186.594   0.144     0.05    80     0.266     -2.216    0.491   1895.7    1906.3    1922.5    1939.8    1951.3    10252.2   1651.0        7.48          0.88          7.04          ""           	-0.1533725
  NGC_2141          90.734    10.451    198.043   -5.804    0.073   831    -0.028    -0.767    0.196   4349.8    4387.5    4441.3    4495.1    4532.8    12615.7   4364.0        9.245         3.9           23.75         -0.18        	-0.35
  NGC_2158          91.862    24.099    186.635   1.788     0.044   1380   -0.177    -2.002    0.192   4472.2    4498.4    4535.1    4571.8    4603.2    12853.2   4770.0        9.33          3.23          29.33         -0.25        	-0.35
  NGC_2168          92.272    24.336    186.609   2.23      0.319   1325   2.308     -2.905    1.131   861.0     861.6     862.4     863.2     863.8     9196.5    830.0         8.255         2.59          16.32         -0.16        	-0.03460625
  NGC_2183          92.717    -6.213    213.898   -11.839   0.139   74     -3.605    0.447     1.211   800.0     802.5     806.4     810.4     813.2     9005.9    1047.0        7.15          3.22          16.0          ""           	-0.01316375
  NGC_2184          91.69     -2.0      209.592   -10.848   0.3     102    -0.648    -0.288    1.709   573.3     574.1     575.3     576.5     577.4     8835.8    621.0         8.6           0.29          2.89          ""           	0.0059725
  NGC_2186          93.031    5.453     203.55    -6.195    0.048   111    0.415     -1.993    0.413   2227.3    2241.5    2260.8    2281.4    2295.6    10439.1   1445.0        8.2           0.79          7.51          ""           	-0.17439875
  NGC_2192          93.819    39.846    173.422   10.649    0.045   163    0.193     -1.962    0.223   3822.0    3876.2    3963.1    4049.9    4115.0    12217.3   3501.0        9.25          1.66          13.26         -0.31        	-0.35
  NGC_2194          93.44     12.813    197.246   -2.344    0.077   826    0.535     -1.468    0.263   3392.4    3404.1    3424.6    3445.1    3459.8    11652.2   2804.0        8.8           2.13          17.8          ""           	-0.3108725
  NGC_2204          93.882    -18.67    226.016   -16.114   0.098   573    -0.56     1.964     0.209   4147.4    4169.2    4204.1    4234.7    4256.5    11517.5   3790.0        9.29          3.55          17.2          -0.32        	-0.29571875
  NGC_2215          95.199    -7.277    215.985   -10.104   0.173   128    0.436     -3.673    1.021   946.9     949.1     952.5     955.7     957.8     9115.4    1141.0        8.55          0.74          8.86          ""           	-0.0254825
  NGC_2225          96.652    -9.643    218.785   -9.86     0.026   60     -0.28     0.501     0.29    3051.9    3084.3    3139.3    3191.7    3231.7    10924.1   3201.0        9.165         1.12          17.59         -0.4         	-0.22896125
  NGC_2232          96.888    -4.749    214.458   -7.471    0.516   198    -4.745    -1.84     3.067   322.2     322.5     322.9     323.4     323.7     8605.9    330.0         7.7           1.52          3.08          0.32         	0.03183625
  NGC_2236          97.416    6.834     204.367   -1.694    0.07    434    -0.752    0.01      0.35    2612.7    2624.6    2639.8    2656.8    2667.0    10798.6   2654.0        8.75          3.96          10.1          ""           	-0.2148425
  NGC_2243          97.395    -31.282   239.478   -18.011   0.046   515    -1.279    5.488     0.211   4117.5    4138.4    4167.8    4192.9    4213.8    10901.4   4446.0        9.135         1.64          20.99         -0.49        	-0.2264075
  NGC_2244          98.045    4.914     206.361   -2.026    0.232   623    -1.598    0.179     0.617   1538.9    1543.2    1548.8    1554.3    1558.0    9751.1    1532.0        6.7           1.84          15.82         ""           	-0.09699875
  NGC_2251          98.68     8.337     203.613   0.111     0.123   126    0.697     -3.806    0.658   1442.9    1447.5    1454.9    1461.7    1466.8    9690.6    1329.0        8.455         1.22          7.34          0.25         	-0.0901925
  NGC_2254          98.949    7.671     204.327   0.041     0.039   156    -0.127    -0.944    0.364   2501.6    2520.3    2545.8    2571.2    2588.2    10711.2   2928.0        8.675         1.45          8.86          ""           	-0.20501
  NGC_2259          99.633    10.885    201.78    2.115     0.028   118    -0.273    -1.032    0.326   2740.7    2771.1    2818.7    2866.4    2901.1    11005.5   3060.0        8.625         1.84          18.33         0.07         	-0.23811875
  NGC_225           10.805    61.774    121.96    -1.082    0.216   36     -5.373    -0.093    1.432   681.0     682.3     684.3     686.2     687.6     8721.5    850.0         8.191         0.26          3.58          ""           	0.01883125
  NGC_2262          99.905    1.147     210.563   -2.105    0.044   252    0.264     0.114     0.223   3851.2    3900.9    3969.7    4042.3    4092.0    11927.7   2511.0        8.995         0.9           12.04         -0.4         	-0.34186625
  NGC_2264          100.217   9.877     202.941   2.166     0.072   170    -1.69     -3.727    1.354   719.4     720.8     722.9     725.0     726.4     9009.6    650.0         6.75          0.34          34.64         -0.15        	-0.01358
  NGC_2266          100.832   26.976    187.785   10.299    0.046   247    -0.473    -1.272    0.273   3259.0    3282.1    3313.8    3351.4    3374.5    11578.8   3311.0        9.265         1.27          14.64         -0.39        	-0.302615
  NGC_2269          100.818   4.628     207.883   0.297     0.026   51     -1.143    -0.559    0.438   2093.6    2113.2    2142.0    2171.9    2192.6    10282.2   1585.0        8.665         0.8           6.77          ""           	-0.1567475
  NGC_2281          102.091   41.06     174.925   16.889    0.417   414    -2.946    -8.321    1.896   518.4     518.9     519.4     520.0     520.4     8835.2    500.0         8.785         1.5           5.13          0.13         	0.00604
  NGC_2286          101.916   -3.167    215.322   -2.282    0.074   169    0.188     -1.468    0.407   2261.5    2275.9    2295.6    2316.6    2329.7    10297.3   1964.0        8.64          1.82          9.38          ""           	-0.15844625
  NGC_2287          101.499   -20.716   230.98    -10.432   0.332   645    -4.339    -1.381    1.36    719.0     719.4     720.1     720.7     721.1     8803.1    769.0         8.25          1.84          7.55          0.04         	0.00965125
  NGC_2301          102.943   0.465     212.557   0.287     0.162   455    -1.367    -2.179    1.135   856.9     857.9     859.5     860.9     862.0     9076.2    805.0         8.35          1.64          4.89          0.06         	-0.0210725
  NGC_2302          102.977   -7.086    219.298   -3.121    0.065   60     -1.453    -0.228    0.8     1192.7    1197.9    1206.2    1214.5    1220.2    9303.4    1310.0        8.35          0.51          6.15          ""           	-0.0466325
  NGC_2304          103.802   17.984    197.213   8.9       0.038   121    -0.024    -1.514    0.219   3926.6    3971.8    4041.7    4111.6    4161.0    12211.5   3896.0        8.835         1.14          15.93         -0.32        	-0.35
  NGC_2309          104.02    -7.18     219.852   -2.242    0.052   225    -0.495    -0.634    0.393   2344.3    2355.5    2370.9    2387.7    2398.9    10271.6   2384.0        8.735         2.22          15.22         ""           	-0.155555
  NGC_2311          104.455   -4.616    217.767   -0.688    0.059   102    -1.343    0.93      0.462   2005.4    2018.3    2036.4    2055.6    2068.5    10027.6   2221.0        8.815         1.22          15.97         ""           	-0.128105
  NGC_2318          104.854   -13.822   226.155   -4.523    0.172   143    -1.781    -2.198    0.716   1334.4    1338.2    1342.9    1348.1    1351.5    9317.5    1713.0        8.75          0.66          6.5           ""           	-0.04821875
  NGC_2323          105.684   -8.365    221.66    -1.315    0.263   866    -0.688    -0.611    0.997   972.4     973.4     974.4     975.7     976.4     9090.9    902.0         8.255         2.18          9.65          ""           	-0.02272625
  NGC_2324          106.033   1.046     213.449   3.301     0.069   308    -0.309    -0.094    0.191   4456.4    4493.7    4541.7    4594.9    4632.2    12378.1   3842.0        8.68          3.04          25.44         -0.17        	-0.35
